,Animal ID,ARN,Animal Name,Animal Type,Species,Primary Breed,Secondary Breed,Distinguishing Markings,Gender,Altered,Danger,Danger Reason,Date Of Birth,Age in Months Intake,Age Group,Intake Asilomar Status,Intake Condition,Intake Record Owner,Intake Date,Intake Type,Intake Subtype,Found Address,Found Zip Code,Reason,Intake SiteName,Jurisdiction In,Agency Name,Agency Member,Agency Member Phone,Agency Address,Intake Person ID,Intake Person ID Type,Intake Person  ,Admitter,Street Number,Street Name,Street Type,Street Direction,Street Direction2,Unit Number,City,Province,Postal Code,Admitter s Email,Admitter s Home Phone,Admitter s Cell Phone,Initial Stage,Initial Review Date,Age in Months Current,Microchip Issue Date,Microchip Provider,Microchip Number,Pet ID,Pet ID Type,Status,Stage,Location,Sublocation,Outcome Asilomar Status,Outcome Number,Released By,Date Created,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome SiteName,Jurisdiction Out,Outcome Reason,Outcome Person #,Outcome Person ID Type,Outcome Person  ,Outcome Person Name,Out Street Address,Out Street Name,Out Street Type,Out Street Direction,Out Street Direction2,Out Unit Number,Out City,Out Province,Out Postal Code,Out Email,Out Home Phone,Out Cell Phone,Outcome Agency Name,Agency Street Number,Agency Street Name,Agency Street Type,Agency Street Direction,Agency Street Direction 2,Agency Unit Number,Agency City,Agency Province,Agency Postal Code,Agency Email,Agency Home Phone,Agency Cell Number,,
1522,A37861795,NA,Alex Munro,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/16/2016,24,1 to 2 years,Healthy,Healthy,Deana Hamilton,2/16/2018 11:25,Stray,Project Meow,50th & Warrington Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Dillon Lapaz,5231,Moyamensing,Place,,,,PHILADELPHIA,PA,19130,itszqylr@rocaqnk.kvp,(624) 266-0462,,Available,,35,2/17/2018 0:00,24PetWatch,511000000000000,NA,NA,I,Released,Released,NA,Healthy,684,"Pena, Carie",4/5/2018 16:56,4/5/2018 16:54,4/5/2018 16:54,Adoption,Foster Home,PAWS Foster Program,,,56754727,Driver License,P30251402,Jeremy Campbell,1212,St. Christopher's,Square,W ,,,PHILADELPHIA,PA,22201,fwyvlaro@u.suh,(229) 239-9920,,,,,,,NA,NA,,,NA,,NA,NA,,
1523,A37874485,NA,Snowy,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/18/2016,24,1 to 2 years,Healthy,Healthy,Makeyla Fitzgerald,2/18/2018 13:01,Stray,Project Meow,49th & Warrington Sts,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Moriah Worford,7733,18,Alley,,,,PHILADELPHIA,PA,19142,ez@sfbh.rjg,(122) 331-0663,,Available,,35,2/20/2018 0:00,24PetWatch,717000000000000,NA,NA,I,Released,Released,NA,Healthy,3047,"Lynn, Amanda",2/24/2018 13:36,2/24/2018 13:35,2/24/2018 13:35,Adoption,PAC,PAWS Offsite Adoptions,,,13133133,Driver License,P29981490,Shafee'a el-Salem,3610,Hazel,Highway,,,,PHILADELPHIA,PA,19144,,(774) 111-7771,,,,,,,NA,NA,,,NA,,NA,NA,,
1524,A37907150,NA,Cappuccino,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/9/2016,24,1 to 2 years,,Healthy,Alaina Bradshaw,2/22/2018 15:04,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Anna Cullip,(241) 444-4400,111 W  Hunting Park Avenue  ,,,P05766300,Matthew Lofton,111,Howell,,W ,,,PHILADELPHIA,PA,19103,,(771) 371-3700,,New Arrival,,35,2/22/2018 0:00,24PetWatch,377000000000000,NA,NA,I,Released,Released,NA,,3583,"Joyner, Joshua",3/14/2018 9:11,3/14/2018 9:10,3/14/2018 9:10,Transfer Out,Non-Partner Trans Out,Grays Ferry Avenue,,Feral TNR,,,P30041300,,,,,,,,,,NA,,,,Best Little Cat House in PA,,P.O. Box 6346,,,NA,NA,HARRISBURG,PA,17112,cats@thebestlittlecathouseinpa.com,7174692540,NA,,
1525,A37910573,NA,Lolly,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,2/22/2016,24,1 to 2 years,Healthy,Healthy,Gina Monroe,2/22/2018 22:34,Stray,Project Meow,5300 Florence Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Sean Archibeque,2822,Jamestown,Court,,,,PHILADELPHIA,PA,18976,ck@ondrlyxpqm.thj,(114) 191-0131,,Available,,35,2/23/2018 0:00,24PetWatch,921000000000000,NA,NA,I,Released,Released,NA,Healthy,3040,"Mahnken, Mia",2/24/2018 17:40,2/24/2018 17:39,2/24/2018 17:39,Adoption,PAC,PAWS Offsite Adoptions,,,72727377,Driver License,P29985045,William Petrouske,4440,Broadmoor,Highway,,,,PHILADELPHIA,PA,19143,byrpdui@ldz.jun,(111) 118-1111,(141) 444-4141,,,,,,NA,NA,,,NA,,NA,NA,,
1526,A37910592,NA,Iggy Pop,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,2/22/2016,24,1 to 2 years,Healthy,Healthy,Carl Mcbroom,2/22/2018 23:06,Stray,Project Meow,4142 Parkside Ave,19104,,PAWS Foster Program,19104—University City,,,,,,,P17439062,Sean Weisshaar,2976,Old Bustleton,Alley,,,,PHILADELPHIA,PA,19440,ldb@s.ktn,(221) 212-0212,,Available,,35,2/23/2018 0:00,24PetWatch,244000000000000,NA,NA,I,Released,Released,NA,Healthy,3041,"Davis, Donovan",2/25/2018 14:57,2/25/2018 14:56,2/25/2018 14:56,Adoption,PAC,PAWS Offsite Adoptions,,,EA4544588,Passport,P29988101,Todd Muckom,3255,57TH,Circle,,,5505,PHILADELPHIA,PA,19312,mdb@xj.yjo,(122) 102-2424,,,,,,,NA,NA,,,NA,,NA,NA,,
1527,A38011648,NA,Shelby,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,2/14/2016,24,1 to 2 years,Treatable-Rehabilitatable,Healthy,Sandra Miller,3/8/2018 11:49,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Austin Sen,(524) 105-5500,125  County House Road  ,,,P24537561,Amanda Tudor,,,,,,,,,NA,ljriz@tmo.vpa,,,New Arrival,,35,3/9/2018 0:00,24PetWatch,223433000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,1486,"Choi, Sydney",3/11/2018 11:47,3/11/2018 11:46,3/11/2018 11:46,Adoption,Grant Avenue,Grant Avenue,,,25222522,Driver License,P30084762,Linzi Simmons,335,Lawrence,Avenue,,,,HUNTINGDON VALLEY,PA,8201,phvcoklyid@eczsqahyw.qkp,(111) 311-1111,,,,,,,NA,NA,,,NA,,NA,NA,,
1528,A39412595,NA,Bruno,Dog,Dog,"Terrier, Pit Bull",Mix,,M,Yes,No,NA,2/9/2016,30,1 to 2 years,Unassigned,Injured,Logan Bishop,8/15/2018 17:35,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Rawda al-Zakaria,(224) 224-2200,111 W  Hunting Park Avenue  ,,,P05766300,Jamel Smith,111,Pennsylvanian,,W ,,,PHILADELPHIA,PA,19102,,(155) 155-1500,,Evaluate,,35,8/30/2018 0:00,24PetWatch,786863000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,903,"Confer, Dandrew",9/11/2018 11:22,9/11/2018 11:20,9/11/2018 11:20,Adoption,Foster Home,PAWS Foster Program,,,12331643,Driver License,P31350613,Hiba el-Moustafa,5354,Greenwich,Court,N ,,B901,PHILADELPHIA,PA,19033,bmuelfv@ho.gps,(155) 501-5115,,,,,,,NA,NA,,,NA,,NA,NA,,
1529,A39594736,NA,Mia,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,2/1/2016,31,2 to 4 years,Treatable-Rehabilitatable,Healthy,Maimoona al-Iman,9/6/2018 10:50,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Leann Wilson,(446) 101-1100,125  County House Road  ,,,P24537561,Cassidy Phan,,,,,,,,,NA,dzi@dntz.wqz,,,New Arrival,,35,9/6/2018 0:00,24PetWatch,635355000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,851,"Mcknight, Cynthia",11/30/2018 10:26,11/30/2018 10:25,11/30/2018 10:25,Adoption,Foster Home,PAWS Foster Program,,,14444441,Government ID,P31882023,Eric Avalos Fuentes,2055,Cedarhurst,Street,,,108,PHILADELPHIA,PA,19606,m@ai.pzx,(360) 612-3366,,,,,,,NA,NA,,,NA,,NA,NA,,
1530,A34492456,NA,Sweet Pea,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/11/2016,31,1 to 2 years,Treatable-Rehabilitatable,Sick,Tyson Griffith,9/7/2018 17:18,Return,Returned Adoption,,19146,Not Housebroken / Housesoiling,PAC,,,,,,404344031,Driver License,P27216985,Cody Matsuyama,2022,23,Way,,,,PHILADELPHIA,PA,19061,wez@oyct.ipu,(317) 338-8133,,Evaluate,,36,2/7/2017 0:00,24PetWatch,676001000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,2026,"Powers, David",10/12/2018 16:44,10/12/2018 16:43,10/12/2018 16:43,Adoption,Foster Home,PAWS Foster Program,,,70273772,Driver License,P31566098,Shabaan al-Tariq,2,Hortter,Road,,,,GLENSIDE,PA,18974,muo@jvfcirmte.tgm,,(173) 177-7127,,,,,,NA,NA,,,NA,,NA,NA,,
1531,A37041318,NA,Dino Spumoni,Dog,Dog,Terrier,"Retriever, Labrador",,M,Yes,No,NA,12/28/2015,24,1 to 2 years,,Healthy,Jose Ojeda Vargas,1/8/2018 15:03,Return,Returned Adoption,,8318,Too Active,PAWS Offsite Adoptions,,,,,,M77177177107717,Driver License,P29279019,Fahmi el-Mahfouz,221,Montrose,Park,,,,ELMER,NJ,8107,xhkt@aklnphv.wfa,(121) 321-2121,(152) 512-9925,Available,,36,10/19/2017 0:00,24PetWatch,555000000000000,NA,NA,I,Released,Released,NA,,2176,"al-Harroun, Fateena",1/17/2018 17:20,1/17/2018 17:19,1/17/2018 17:19,Adoption,Grant Avenue,Grant Avenue,,,23883181,Driver License,P29711243,Muna Hopson,4233,Bill Smith,Trail,,,,PHILADELPHIA,PA,8054,spnzc@vwk.hna,(222) 222-2022,,,,,,,NA,NA,,,NA,,NA,NA,,
1532,A37478412,NA,Sir Duke,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,12/27/2015,24,1 to 2 years,Healthy,Healthy,Naazim al-Atallah,12/27/2017 21:20,Stray,Public Drop Off,115 S 55th St,19143,,PAWS Foster Program,West Philadelphia,,,,,,,P17439062,Haley East,2553,65th,,,,,PHILADELPHIA,PA,19027,psoxqf@nxismodf.ohl,(363) 183-0621,,Available,,36,,,,NA,NA,I,Released,Released,NA,Healthy,3615,"el-Akbari, Fuaad",1/17/2018 11:21,1/17/2018 11:09,1/17/2018 11:09,Return to Owner/Guardian,Stray Reclaim,PAWS Foster Program,,,,,P29715242,Noe Walker,444,Chesnut,Alley,S ,,,PHILADELPHIA,PA,21224,,,,,,,,,NA,NA,,,NA,,NA,NA,,
1533,A37508857,NA,Billy Joe,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/2/2016,24,2 to 4 years,Healthy,Healthy,Dakota Shurbet,1/2/2018 13:56,Stray,Public Drop Off,4413 Larchwood Ave,19143,,PAWS Foster Program,West Philadelphia,,,,,,,P17439062,Sierra Self,5355,Selmer,Walk,,,,PHILADELPHIA,PA,8107,cxv@a.kjm,(464) 134-0661,,Available,,36,1/3/2018 0:00,24PetWatch,332123000000000,NA,NA,I,Released,Released,NA,Healthy,167,"al-Ismail, Saami",1/4/2018 16:16,1/4/2018 16:15,1/4/2018 16:15,Adoption,PAC,PAWS Offsite Adoptions,,,45484848,Driver License,P29627839,Abdul Fattaah al-Jabour,3044,Greenway,Pike,N ,,,PHILADELPHIA,PA,8077,myt@md.ahy,,(666) 610-6116,,,,,,NA,NA,,,NA,,NA,NA,,
1534,A37541053,NA,Granola,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/4/2016,24,2 to 4 years,Treatable-Rehabilitatable,Sick,Simone Hernandez,1/5/2018 15:18,Transfer In,Partner Transfer In,,19106,Rescue,Grant Avenue,,ACCT Philly,Dajour Buchanan,(883) 388-3800,111 W  Hunting Park Avenue  ,,,P05766300,Karl Fikes III,666,Moore,,W ,,,PHILADELPHIA,PA,11021,,(552) 124-1200,,New Arrival,,36,1/29/2018 0:00,24PetWatch,262222000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,2094,"Coca, Amanda",4/15/2018 16:01,4/15/2018 16:00,4/15/2018 16:00,Adoption,Grant Avenue,Grant Avenue,,,18880808,Driver License,P30316112,Ruqayya al-Ayub,6111,Limkiln,Avenue,,,,PHILADELPHIA,PA,8010,euypigrm@qckrmhwzy.soi,(353) 555-0345,,,,,,,NA,NA,,,NA,,NA,NA,,
1535,A37550501,NA,Shirley Scout,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/7/2016,24,1 to 2 years,Healthy,Healthy,Cerra Hoff,1/7/2018 11:27,Stray,Public Drop Off,115 S 55th St,19143,,PAWS Foster Program,West Philadelphia,,,,,,,P17439062,Cruz Palacios,4664,Buttonwood,Highway,,,,PHILADELPHIA,PA,19405,c@jybhuklrgt.dhf,(522) 555-0555,,Available,,36,1/10/2018 0:00,24PetWatch,333434000000000,NA,NA,I,Released,Released,NA,Healthy,147,"Hough, Aubriana",1/16/2018 15:54,1/16/2018 15:53,1/16/2018 15:53,Adoption,PAC,PAWS Offsite Adoptions,,,55995959,Driver License,P29711689,Anna Loveless,1741,Hawthorne,Street,,,,PHILADELPHIA,PA,19147,rjkcndylqf@ulxdtw.bch,,(811) 380-8433,,,,,,NA,NA,,,NA,,NA,NA,,
1536,A37578595,NA,Stevie FKA Angora FKA Raphael,Dog,Dog,Maltese,Mix,,F,No,No,NA,1/9/2016,24,1 to 2 years,,Healthy,Alexis Simion,1/10/2018 16:07,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Aspen Koller,(333) 271-2700,111 W  Hunting Park Avenue  ,,,P05766300,Janice Tran,111,62,,W ,,,PHILADELPHIA,PA,19115,,(291) 229-2200,,New Arrival,,36,1/11/2018 0:00,24PetWatch,484442000000000,NA,NA,I,Released,Released,NA,,145,"Harling, Shannon",1/15/2018 16:01,1/15/2018 15:59,1/15/2018 15:59,Adoption,PAC,PAWS Offsite Adoptions,,,29929559,Driver License,P29704989,Melissa Bartelt,223,Kenilworth,Street,S ,,1,PHILADELPHIA,PA,19012,zdmc@fjk.hcf,(452) 245-0522,,,,,,,NA,NA,,,NA,,NA,NA,,
1537,A37581996,NA,Lysette,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/11/2016,24,1 to 2 years,Healthy,Healthy,Vchuefeu Mccoy,1/11/2018 8:28,Stray,Public Drop Off,5853 Addison St,19139,,PAWS Foster Program,Southwest Philadelphia,,,,,,,P17439062,Melanie Tuttle,5944,horsham,Court,,,,PHILADELPHIA,PA,19132,ykbhmr@vjhbwexztl.dfk,(331) 323-0213,,Available,,36,1/15/2018 0:00,24PetWatch,333133000000000,NA,NA,I,Released,Released,NA,Healthy,137,"Martinez, Justin",1/20/2018 16:08,1/20/2018 16:07,1/20/2018 16:07,Adoption,PAC,PAWS Offsite Adoptions,,,10444494,Driver License,P29741913,Mohamed Cordova,5505,Stevens,Walk,,,,LANGHORNE,PA,19035,vlfnor@fvhtbsxu.ruj,(242) 242-2505,,,,,,,NA,NA,,,NA,,NA,NA,,
1538,A37610302,NA,Sahara,Dog,Dog,"Chihuahua, Short Coat",Mix,,F,Yes,No,NA,1/11/2016,24,1 to 2 years,Healthy,Healthy,Shaianne Tyler,1/15/2018 10:50,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,Lower Northeast,ACCT Philly,Delilah Arellano Pablo,(599) 545-5400,111 W  Hunting Park Avenue  ,,,P05766300,Hee Casey,222,Hillcrest,,W ,,,PHILADELPHIA,PA,19074,,(553) 125-1200,,Evaluate,,36,1/18/2018 0:00,24PetWatch,622126000000000,NA,NA,I,Released,Released,NA,Healthy,2072,"Black, Tasha",1/26/2018 11:41,1/26/2018 11:39,1/26/2018 11:39,Adoption,Foster Home,Grant Avenue,,,S55025455225524,Driver License,P29778965,Robert Poole,1616,McMenamy,Pike,,,B205,PHILADELPHIA,PA,19130,wr@vierxwpt.tci,(605) 326-2053,,,,,,,NA,NA,,,NA,,NA,NA,,
1539,A37626451,NA,Bianca,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,12/29/2015,24,2 to 4 years,Treatable-Rehabilitatable,Healthy,Maariya al-Mustafa,1/17/2018 12:24,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Ramzi el-Atallah,(413) 101-1100,125  County House Road  ,,,P24537561,Maryssa Bean,,,,,,,,,NA,rmgdusbqa@s.git,,,New Arrival,,36,1/18/2018 0:00,24PetWatch,955352000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,111,"Nguyen, Haley",1/26/2018 18:23,1/26/2018 18:20,1/26/2018 18:20,Adoption,PAC,PAWS Offsite Adoptions,,,91491499,Driver License,P29784525,Elijah Willbanks,10,Cherrydale,Pike,,,E2,PHILADELPHIA,PA,21788,zrycxbo@zfjpiwhq.lmu,(224) 898-9848,,,,,,,NA,NA,,,NA,,NA,NA,,
1540,A37626462,NA,Gatsby Good Boy,Cat,Cat,Domestic Shorthair,Domestic Shorthair,,M,Yes,No,NA,1/6/2016,24,2 to 4 years,Treatable-Rehabilitatable,Healthy,Korrine Tapia,1/17/2018 12:24,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Joshua Phillips,(222) 202-2200,125  County House Road  ,,,P24537561,Tony Lara Araujo,,,,,,,,,NA,teh@bgnfkrs.clw,,,New Arrival,,36,1/30/2018 0:00,24PetWatch,372223000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,2073,"Navakuku, Briana",1/31/2018 17:58,1/31/2018 17:56,1/31/2018 17:56,Adoption,Grant Avenue,Grant Avenue,,,22222228,Driver License,P29817936,Yesica Montelongo,77371,Diamond,Walk,,,,PHILADELPHIA,PA,8830,lirt@ngsjiru.qho,(265) 562-6656,,,,,,,NA,NA,,,NA,,NA,NA,,
1541,A37630589,NA,Skipper,Dog,Dog,"Terrier, Pit Bull",Mix,,M,Yes,No,NA,1/14/2016,24,1 to 2 years,,Healthy,Rinthian Blackwood,1/17/2018 17:22,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Flor Salas,(336) 373-3700,111 W  Hunting Park Avenue  ,,,P05766300,Laura Rude,777,Alden,,W ,,,PHILADELPHIA,PA,19015,,(565) 266-2600,,Evaluate,,36,1/19/2018 0:00,24PetWatch,979292000000000,NA,NA,I,Released,Released,NA,,114,"Guzman-Suarez, Juan",1/21/2018 12:58,1/21/2018 12:56,1/21/2018 12:56,Adoption,PAC,PAWS Offsite Adoptions,,,22022302,Driver License,P29745319,Aadil al-Farag,155,24th,Trail,,,2i,PHILADELPHIA,PA,19038,pioczexbys@eotpjurlnx.wly,(474) 704-2404,,,,,,,NA,NA,,,NA,,NA,NA,,
1542,A37631732,NA,Ernie Wingding,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/17/2016,24,1 to 2 years,Healthy,Healthy,Marva Watkins,1/17/2018 19:37,Stray,Public Drop Off,54th & Whitby Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Mikesia Chukwuka,6911,Ridgefield,Lane,,,,PHILADELPHIA,PA,19004,icxfa@vdbp.ndg,(414) 314-0713,,Available,,36,1/18/2018 0:00,24PetWatch,112000000000000,NA,NA,I,Released,Released,NA,Healthy,2737,"Antoine, Magan",4/1/2018 15:26,4/1/2018 15:00,4/1/2018 15:00,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,,,1364144,Driver License,P30223771,Diana Landa,2200,Carpenter,,S ,,411,PHILADELPHIA,PA,19312,oax@juqz.qdl,(606) 166-7671,,,,,,,NA,NA,,,NA,,NA,NA,,
1543,A37642036,NA,Allegra,Dog,Dog,Pekingese,Mix,,F,Yes,No,NA,1/19/2016,24,2 to 4 years,,Healthy,Ty Barricklow,1/19/2018 9:45,Owner/Guardian Surrender,In Person Surrender to Shelter,,19146,Inadequate Housing / Yard,Grays Ferry Avenue,,,,,,,,P11975244,Alissa Woolever,3288,23rd,Alley,S ,,,PHILADELPHIA,PA,19153,,(112) 110-1114,,Evaluate,,36,1/20/2018 0:00,24PetWatch,926666000000000,NA,NA,I,Released,Released,NA,,116,"Ross, Kajver",1/25/2018 18:07,1/25/2018 18:06,1/25/2018 18:06,Adoption,PAC,PAWS Offsite Adoptions,,,020DC63666,Driver License,P29776421,Honna Neff,22,mascher,,S ,,,PHILADELPHIA,PA,18938,dayi@vrcgx.mst,(180) 833-3130,,,,,,,NA,NA,,,NA,,NA,NA,,
1544,A37645434,NA,Allison,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/19/2016,24,1 to 2 years,,Healthy,Daamir al-Aydin,1/19/2018 13:57,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,New Jersey,Cumberland County SPCA,Anyssa Brutout,(882) 222-2800,1244 N  Delsea Drive  ,,,P28349659,Jesse Naze,,,,,,,,,NA,rt@hbxyovrl.dqa,,,New Arrival,,36,1/19/2018 0:00,24PetWatch,353433000000000,NA,NA,I,Released,Released,NA,,106,"Cummings, Asia",1/21/2018 17:47,1/21/2018 17:47,1/21/2018 17:47,Adoption,PAC,PAWS Offsite Adoptions,,,17331077,Driver License,P29747653,Brianna Thomas,2525,59,Avenue,,,,PHILADELPHIA,PA,19803,txedvoirjm@dlfy.ucy,(725) 707-6562,,,,,,,NA,NA,,,NA,,NA,NA,,
1545,A37651057,NA,Bellissima,Dog,Dog,Lhasa Apso,"Poodle, Miniature",,F,Yes,No,NA,1/20/2016,24,2 to 4 years,,Healthy,Dominic Morgan,1/20/2018 10:21,Owner/Guardian Surrender,In Person Surrender to Shelter,,19104,Cannot Afford,Grays Ferry Avenue,,,,,,,,P29736892,John Enriquez,3123,Gordon,Avenue,,,,PHILADELPHIA,PA,19103,,(227) 277-7777,,Evaluate,,36,1/20/2018 0:00,24PetWatch,744444000000000,NA,NA,I,Released,Released,NA,,2066,"Lee, Grace",1/29/2018 11:43,1/29/2018 11:34,1/29/2018 11:34,Adoption,Grant Avenue,Grant Avenue,,,18441488,Driver License,P29798852,Courtlandt Walck,8218,Lyceum,Trail,,,,PHILADELPHIA,PA,19015,eizptacjw@khv.cwn,(185) 581-0030,,,,,,,NA,NA,,,NA,,NA,NA,,
1546,A37658813,NA,Houdini,Dog,Dog,"Poodle, Miniature",Mix,,M,Yes,No,NA,1/21/2016,24,2 to 4 years,,Healthy,Aaron Klocker,1/21/2018 16:07,Stray,Driver Pickup,ACCT parking lot,19144,,Grays Ferry Avenue,19140—Nicetown,,,,,44341034,Driver License,P29746950,Anthony Duarte,877,Bradford,Terrace,E ,,2220,PHILADELPHIA,PA,18969,,,,Evaluate,,36,2/25/2018 0:00,24PetWatch,265556000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,397,"Robinson, Andres",2/25/2018 11:49,2/25/2018 11:47,2/25/2018 11:47,Adoption,Foster Home,Grays Ferry Avenue,19130—Fairmount S,,30340333,Driver License,P29986627,Anne Manivong,3513,67th,Avenue,,,,ABINGTON,PA,19111,zxpagdn@eogk.nto,(616) 628-4666,,,,,,,NA,NA,,,NA,,NA,NA,,
1547,A37662702,NA,Jermaine- The Can Do Kid,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/22/2016,24,2 to 4 years,,Healthy,Saamiqa el-Kamali,1/22/2018 12:45,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,19106—Center City-Society Hill,Red Paw,Andrea Torrecillas Hernandez,(111) 710-1711,,,,P11975244,Arturo Molina,6566,Pratt,Park,S ,,,PHILADELPHIA,PA,19116,,(717) 770-1774,,New Arrival,,36,1/24/2018 0:00,24PetWatch,622522000000000,NA,NA,I,Released,Released,NA,,1545,"Goodrich, Montsho",2/20/2018 18:14,2/20/2018 18:13,2/20/2018 18:13,Adoption,Grant Avenue,Grant Avenue,,,88848555,Driver License,P29955329,Tianna Banks,307,Hamilton,Alley,,,,GLENSIDE,PA,5036,hwkae@dr.xwo,(711) 242-7717,,,,,,,NA,NA,,,NA,,NA,NA,,
1548,A37668362,NA,Rorschach,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/22/2016,24,2 to 4 years,Healthy,Healthy,Tyler Parker,1/22/2018 21:52,Stray,Public Drop Off,5339 Walnut St,19139,,PAWS Foster Program,19139—West Market W,,,,,,,P17439062,Asghar el-Sadek,8848,Palace,Trail,,,,PHILADELPHIA,PA,19383,cxvgkwetzi@qwxkcspzfu.cxp,(444) 454-0234,,Available,,36,2/26/2018 0:00,24PetWatch,982424000000000,NA,NA,I,Released,Released,NA,Healthy,697,"Strauss-Subia, Gogi",3/25/2018 17:48,3/25/2018 17:48,3/25/2018 17:48,Adoption,Foster Home,PAWS Foster Program,,,55055595,Driver License,P30179997,Miguel Griego,1773,Merion,Trail,,,Apt 4724,PHILADELPHIA,PA,19055,pl@iwzqf.njv,(310) 613-2625,,,,,,,NA,NA,,,NA,,NA,NA,,
1549,A37671717,NA,Bertrand Fellow,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/23/2016,24,1 to 2 years,,Healthy,James Jackson,1/23/2018 12:25,Stray,Abandoned at Shelter,PAWS,19106,,Grays Ferry Avenue,19145— South Philadelphia W,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,36,1/23/2018 0:00,24PetWatch,272222000000000,NA,NA,I,Released,Released,NA,,95,"Boles, Adrienne",5/17/2018 16:02,5/17/2018 16:01,5/17/2018 16:01,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,,,33388343,Driver License,P30527028,Kelli L'Hirondelle,1404,Canterbury,Boulevard,N ,,,PHILADELPHIA,PA,8010,mib@nvp.vce,(337) 370-3073,,,,,,,NA,NA,,,NA,,NA,NA,,
1550,A37748579,NA,Zero,Dog,Dog,"Terrier, Yorkshire",Mix,,M,Yes,No,NA,12/27/2015,25,1 to 2 years,Unassigned,Healthy,Devon Aram,2/1/2018 14:29,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Van Gardner,(553) 313-3100,111 W  Hunting Park Avenue  ,,,P05766300,Naqaa el-Bahri,333,Valley Forge,,W ,,,PHILADELPHIA,PA,19122,,(444) 444-4400,,New Arrival,,36,1/31/2018 0:00,24PetWatch,266000000000000,NA,NA,I,Released,Released,NA,Unassigned,1536,"Taei, Young",2/10/2018 11:29,2/10/2018 11:28,2/10/2018 11:28,Adoption,Grant Avenue,Grant Avenue,,,62102112,Driver License,P29883757,Jacob Harris,777,Clarion,Plaza,S ,,,PHILADELPHIA,PA,7014,znymtua@fbqihxrge.eqs,(560) 622-5555,,,,,,,NA,NA,,,NA,,NA,NA,,
